time,topic,related,emotion,content,comment
161.80000,10,1,1.0,2,LUL
162.00000,10,1,1.0,2,LUL
162.25000,10,1,0.0,2,SMOrc )/
162.50000,10,1,0.0,2,SMOrc
162.75000,10,2,1.0,2,4Head
163.00000,3,2,-1.0,5,all that time it was only a knee BibleThump
163.33333,9,2,0.0,5,I LULLED TRIHARD
163.66667,1,1,0.0,5,pretty good 50/50 ResidentSleeper EleGiggle
164.00000,1,1,0.0,5,Good rag SMOrc
164.50000,10,1,0.0,2,SMOrc //
165.00000,,2,0.0,5,SHHHHHRECKT
165.20000,10,1,1.0,2,SMOrc VoteYea
165.40000,3,1,-1.0,5,WRONG VERSION SMOrc
165.60000,10,1,1.0,1,LUL
165.80000,4,2,-1.0,5,r9k is dumb
166.00000,3,2,-2.0,5,WRONG VERSION DansGame
167.00000,,2,0.0,5,50/50
167.50000,9,2,0.0,5,wron version
169.00000,8,1,0.0,5,Donkey! SMOrc
169.25000,7,2,0.0,5,fiddy fiddy
169.50000,10,2,0.0,2,SMorc
169.75000,6,2,0.0,5,rag did well
170.00000,3,2,-1.0,5,WRONG VERSION
170.50000,10,2,0.0,2,smorc
171.00000,7,2,0.0,5,professional coin flipper
171.33333,1,1,0.0,5,SMOrc RAG (/ WP
171.66667,10,1,0.0,2,SMOrc
172.00000,9,1,0.0,5,Icehowl?
173.00000,10,1,1.0,2,LUL
173.50000,5,1,2.0,5,I have 80 gold quest who have to go 160 gold : ArtGas 2390 (EU)
174.00000,1,1,0.0,5,SMOrc good choice rag )/
175.00000,10,1,0.0,2,SMOrc 👌
175.50000,5,2,2.0,5,ahah LOL :D
176.00000,8,2,0.0,5,he wouldnt trade if he got execute
178.00000,8,2,0.0,5,"That trade he did last turn suggested no execute, but yeah, whatever."
178.33333,8,2,0.0,5,YES HE DID
178.66667,10,1,1.0,2,LUL
179.00000,,2,0,3,!decklists
180.00000,10,1,1.0,2,LUL
180.50000,2,1,1.0,5,You needed ll LUL
181.00000,10,1,0.0,2,SMOrc
181.20000,10,2,0,2,HE DID
181.40000,10,1,1.0,2,EleGiggle
181.60000,6,2,0.0,5,PepePls
181.80000,6,2,4.0,5,VoHiYo VoHiYo SEND ME HENTAI!! VoHiYo VoHiYo
182.00000,2,2,0.0,5,HEY NWO
182.50000,7,2,0.0,5,He stopped cumming.
183.00000,10,1,1.0,2,LUL
183.20000,,2,0,3,!decklist
183.40000,10,1,1.0,2,LUL
183.60000,7,2,0.0,5,50/59 lose the game
183.80000,10,1,1.0,2,LUL
184.00000,2,1,2.0,5,LUL SHOTS LUL
184.14286,2,1,0.0,5,SMOrc SHREK SMOrc
184.28571,3,1,1.0,5,VEGAN LUL
184.42857,10,1,1.0,2,LUL
184.57143,10,2,1.0,2,lol
184.71429,3,2,1.0,5,Right version FeelsGoodMan
184.85714,10,1,1.0,2,LUL
185.00000,9,2,0.0,5,Righ version FeelsGoodMan
185.16667,10,1,0.0,2,SMOrc
185.33333,5,2,0.0,5,Reynad
185.50000,9,1,-1.0,5,ME SMASH MOUTH SMOrc
185.66667,10,1,1.0,2,LUL
185.83333,,2,0.0,5,4u
186.00000,10,2,1.0,2,krippLUL
186.33333,10,1,1.0,2,LUL
186.66667,10,1,1.0,2,LUL
187.00000,5,1,0.0,5,yo. I have friend quest on EU but no friends online. Add me. ArtGas 2390 (add hashtag)
187.16667,5,1,1.0,5,VEGANS LUL
187.33333,2,2,0.0,5,Not yet!
187.50000,,2,0.0,5,asdf : P
187.66667,10,1,1.0,2,LUL
187.83333,7,2,0.0,5,They stopped coming FeelsBadMan
188.00000,10,1,1.0,2,LUL
188.50000,10,1,1.0,2,LUL
189.00000,6,2,1.0,5,Kripp was also never good or entertaining.
189.14286,10,1,1.0,2,LUL
189.28571,10,2,0,2,HE DID
189.42857,3,2,0.0,1,haHAA
189.57143,10,2,0.0,2,DoritosChip
189.71429,2,1,1.0,5,SHOTS PogChamp
189.85714,,2,0.0,5,You're an all star!
190.00000,3,1,1.0,5,VEGAN LUL
190.11111,3,2,0.0,5,"Not yet, wait until you meet a vegan woman and then you will convert"
190.22222,,2,0.0,5,HE WASNT EITHER
190.33333,10,2,-1.0,2,rekt
190.44444,10,1,0.0,2,He does SMOrc
190.55556,2,1,0.0,5,SHREK SMOrc
190.66667,10,2,0.0,2,HotPokket HotPokket HotPokket HotPokket HotPokket HotPokket HotPokket
190.77778,10,1,0.0,2,REKT LUL
190.88889,10,1,1.0,2,Kappa
191.00000,10,1,1.0,2,LUL
191.16667,3,1,1.0,5,THAT'S NOT HIS KNEE Kappa
191.33333,5,1,1.0,5,not skillfull enough to win that 50/50 FeelsBadMan
191.50000,10,1,0.0,2,LUL REKT
191.66667,8,2,0.0,5,GET YOUR GAME ON
191.83333,9,2,-2.0,5,BabyRage but you all both unlucky
192.00000,10,2,1.0,2,krippLUL
192.20000,,2,0.0,5,SHADE
192.40000,10,1,1.0,2,LUL
192.60000,10,1,1.0,2,LUL
192.80000,,2,0.0,5,tuk frump
193.00000,10,2,1.0,2,krippLUL
193.20000,2,2,0.0,5,SHOTS
193.40000,,2,0,3,!subs
193.60000,10,1,1.0,1,LUL
193.80000,2,1,1.0,5,shots Kappa
194.00000,10,1,1.0,2,LUL
194.33333,6,1,1.0,5,ULU KRIPP IS A FGT LUL
194.66667,2,2,0.0,5,SHOOTS FIRED
195.00000,6,2,0.0,5,HEY NOW
195.14286,7,1,0.0,5,i'm NOT a *** vegan SwiftRage EleGiggle
195.28571,10,1,1.0,2,LUL
195.42857,10,1,1.0,2,LUL
195.57143,8,1,0.0,5,@HSdogdog could we get the decklist?
195.71429,5,2,-1.0,5,VEGANS DansGame
195.85714,1,1,2.0,5,nongolden rag has better RNG trust me I'm a doctor Kappa
196.00000,10,1,1.0,2,LUL
196.25000,3,1,1.0,5,baddie LUL
196.50000,5,1,-1.0,5,Kripp vegan? DansGame
196.75000,3,2,-1.0,5,too weak to be vegan
197.00000,10,1,1.0,2,LUL
197.16667,10,1,1.0,2,LUL
197.33333,6,2,-1.0,5,Savage
197.50000,2,2,0.0,5,I CAN STILL HEAR THE SLAPS
197.66667,3,2,0.0,5,haHAA
197.83333,6,1,1.0,5,GOOD FOOD LUL
198.00000,6,1,1.0,5,@HSdogdog you like the meat?
198.14286,5,1,0.0,5,not a vegan cmonBruh
198.28571,3,2,0.0,5,haHAA
198.42857,3,1,0.0,5,"@HSdogdog and you are legend, no rank 15"
198.57143,6,1,0.0,5,savage LUL
198.71429,3,2,0.0,5,haHAA
198.85714,10,1,1.0,2,LUL
199.00000,6,2,0.0,5,Good food opie
199.25000,5,1,0.0,5,get rekt vegans Kappa
199.50000,10,1,1.0,2,LUL
199.75000,10,2,0.0,2,krippO
200.00000,5,2,1.0,5,I have 420 gold quest add me DogLover#6969
200.11111,,2,0,3,!decklist
200.22222,3,2,0.0,5,haHAA
200.33333,6,2,0.0,5,i dont get it
200.44444,2,1,1.0,5,SHOTS LUL
200.55556,10,1,1.0,2,LUL
200.66667,3,2,0.0,5,haHAA
200.77778,7,1,1.0,5,100/100 lose LUL
200.88889,,2,0.0,5,theydontstopcomingtheydontstopcomingtheydontstopcomingtheydontstopcomingtheydontstopcomingtheydontstopcomingtheydontstopcomingtheydontstopcoming
201.00000,,2,0.0,1,MEGALUL
201.25000,2,2,0.0,5,SHOTS FIRE
201.50000,,2,0.0,5,CRINGW
201.75000,10,1,1.0,2,LUL
202.00000,3,2,0.0,5,50 50 BADDIE
202.25000,5,2,1.0,5,ALL THAT GLITTER AND GOOOOLDDDD
202.50000,1,1,1.0,5,GAVE HIM LEGEND LUL
202.75000,10,1,1.0,2,LUL
203.00000,6,2,1.0,5,kripp only likes Smashpuss
203.33333,3,2,0.0,5,haHAA
203.66667,10,1,0.0,2,SMOrc //
204.00000,10,2,0.0,2,krippW
204.50000,3,2,0.0,5,haHAA
205.00000,10,1,1.0,2,LUL
206.00000,10,1,1.0,2,LUL
206.50000,10,1,1.0,2,LUL
207.00000,5,2,0.0,5,VEGANS SUK
209.00000,10,1,-1.0,2,WutFace
209.25000,9,2,0.0,5,KEEMSTAR SONG PagChamp
209.50000,7,1,2.0,5,BADDIE LUL 4Head
209.75000,3,2,1.0,1,Decklist GivePLZ
210.00000,3,2,0.0,5,haHAA //
210.50000,10,1,1.0,2,PogChamp
211.00000,3,2,0.0,5,Baddie PoChamp
212.00000,3,2,-1.0,5,VEGAN DOGS BibleThump
213.00000,10,2,1.0,2,krippLUL
214.00000,10,1,1.0,2,Kappa
215.00000,2,2,0.0,5,shots fired
216.00000,3,1,0.0,5,haHAA GOT EM haHAA
216.33333,2,2,0.0,5,shots
216.66667,,2,0.0,5,booo
217.00000,5,1,2.0,5,Hello I have 80 gold quest who have to go 160 gold : ArtGas 2390 (EU)
217.50000,2,1,-1.0,5,Staff WutFace
218.00000,10,1,1.0,2,PogChamp
220.00000,10,2,0.0,2,DatSheffy
220.50000,5,1,1.0,5,HeyGuys @artgass6 I have friend quest on EU but no friends online. Add me. ArtGas 2390 (add hashtag)
221.00000,10,1,1.0,2,LUL
221.50000,3,2,0.0,5,haHAA
223.00000,6,1,-1.0,5,Sub WutFace
223.33333,2,1,-2.0,5,STAFF IS HERE WutFace HIDE MEEMZ WutFace
223.66667,6,2,0.0,5,try tavern brawl with naturalize innervate and coldlight oracle
225.00000,8,1,-1.0,5,STAFF DISCARD MEMES WutFace
225.50000,6,2,0.0,5,PepePls
226.00000,3,2,0.0,5,mike tyson is a vegan
226.25000,5,2,0.0,5,REYNAD
226.50000,6,2,0.0,5,Kripp never legend
226.75000,,2,0.0,5,YUICY
228.00000,6,1,0.0,5,"@xRealNinjuzx, >not enetertaining >twice as many viewers as dog"
230.00000,10,1,-1.0,2,WutFace
231.00000,8,1,0.0,5,POPO TriHard
231.50000,2,2,2.0,5,I love meat KappaPride
232.00000,5,1,-2.0,5,STAFF INFECTION DETECTED WutFace
232.50000,6,1,0.0,5,"@HSdogdog Normally I watch Kripp because he doesn't wear a shirt, can you help fill that void?"
233.00000,,2,0.0,5,"Дог,салам братуха!!!!"
233.50000,10,1,-1.0,2,WutFace
234.00000,10,1,-1.0,2,WutFace
234.20000,6,2,1.0,5,I WANT IT KappaPride
234.40000,10,2,0.0,2,OhMyDog
234.60000,10,1,-1.0,2,WutFace
234.80000,5,2,0.0,5,TOILETTE GOOO
235.00000,10,1,-1.0,2,WutFace
235.25000,10,1,-1.0,2,WutFace
235.50000,10,1,-1.0,2,WutFace
235.75000,10,1,-1.0,2,WutFace
236.00000,10,1,-1.0,2,WutFace
236.33333,10,1,1.0,2,LUL
236.66667,6,2,0.0,5,gimme that juicy shaq meat
237.00000,2,2,1.0,5,give it to me KappaPride
237.16667,6,2,1.0,5,I want it Kreygasm
237.33333,10,1,-1.0,2,WutFace
237.50000,2,1,0.0,5,@HSdogdog Where is your glasses amaz?
237.66667,10,1,1.0,2,Kappa
237.83333,5,1,1.0,5,"i was vegetarian for 2 years, good experience but i can safely say it's stupid 4Head"
238.00000,10,1,-1.0,2,WutFace
238.25000,10,1,-1.0,2,WutFace
238.50000,6,1,-2.0,5,WutFace WTF
238.75000,,2,0.0,5,AUUUUUUUUUUUUUUUUUUU
239.00000,6,2,-1.0,5,wtf
239.33333,10,1,-1.0,2,WutFace
239.66667,9,1,1.0,5,KEEMSTAR SONG PogChamp
240.00000,2,2,0.0,5,staff here hide your weeds
240.50000,8,1,0.0,5,TriHard RUN
241.00000,,2,0.0,5,OhMyDug
241.33333,8,2,-1.0,5,gibeDu GIBE INNERVATE
241.66667,10,1,-1.0,2,WutFace
242.00000,10,2,0.0,2,OhMyDog
242.50000,10,1,-1.0,2,WutFace
243.00000,10,1,-1.0,1,WutFace
243.50000,10,1,-1.0,2,WutFace
244.00000,4,2,0.0,5,STUFF IS HERE VapeNation
244.33333,10,1,-1.0,2,WutFace
244.66667,10,1,1.0,2,Kappa
246.00000,10,1,-1.0,2,WutFace
247.00000,6,1,1.0,5,MISSED FORBIDDEN ANCIENT LUL
247.50000,10,1,1.0,2,Kappa
248.00000,10,2,0.0,2,OhMyDog
249.00000,10,1,-1.0,2,WutFace ((( OhMyDog
250.00000,9,1,-1.0,5,@hsdogdog put the bane version of song
252.00000,5,1,1.0,5,go play LUL
252.33333,8,2,-1.0,5,MISSED LETHAL
252.66667,10,1,0.0,2,SMOrc
253.00000,1,2,1.0,5,I actually like the staff FeelsBadMan
255.00000,7,1,-1.0,5,@mbariscan123 Becaue someone doesnt like killing and eating innocent animals makes them bad???? Are u that *** ignorant u peice of ***
256.00000,2,2,0.0,5,Shrek is life
257.00000,1,1,0.0,5,DINDU NUFFIN STAFF \ TriHard /
257.50000,,2,0.0,5,balık etli kız var mı
258.00000,10,2,0.0,2,OhMyDog
258.50000,10,1,1.0,2,LUL
259.00000,10,1,1.0,2,LUL
260.00000,10,1,1.0,2,LUL
262.00000,9,1,-1.0,5,BadMannersDog: @hsdogdog put the bane version of song
262.25000,10,2,1.0,2,KappaPride
262.50000,5,2,-1.0,5,KRIPP SHIRTLESS DansGame
262.75000,10,1,1.0,2,LUL
263.00000,6,2,0.0,5,ULU
263.50000,10,1,1.0,2,LUL
264.00000,,2,0.0,5,k
264.50000,10,1,1.0,2,LUL
265.00000,10,1,1.0,2,LUL
266.00000,10,1,1.0,2,LUL
267.00000,10,1,1.0,2,LUL
267.50000,10,2,1.0,2,KappaPride
268.00000,10,2,1.0,2,Kreygasm
268.33333,10,1,1.0,2,LUL
268.66667,10,1,1.0,2,LUL
269.00000,10,1,1.0,2,LUL
269.50000,7,2,-1.0,5,VEGAN NIPPLES DansGame
270.00000,8,1,1.0,5,1 mana 3/3 PogChamp
270.20000,5,2,0.0,5,RECK7
270.40000,10,1,1.0,2,LUL
270.60000,10,1,1.0,2,LUL
270.80000,10,1,1.0,2,LUL
271.00000,,2,0.0,5,GIGALUL
271.25000,10,2,1.0,2,4Head
271.50000,8,1,1.0,1,yes LUL
271.75000,9,1,2.0,5,great song Kappa
272.00000,10,1,3.0,2,KappaPride KappaPride KappaPride
272.33333,5,2,0.0,5,reck7
272.66667,9,2,0.0,5,Nipparrian
273.00000,10,2,1.0,2,krippLUL krippGasm
273.25000,2,1,-1.0,5,1 WutFace ((( OhMyDog
273.50000,10,1,0.0,2,TriHard
273.75000,7,2,0.0,5,gachiGASM
274.00000,10,1,1.0,2,LUL
274.20000,10,1,1.0,2,LUL
274.40000,,2,0.0,5,nip strem
274.60000,10,1,0.0,2,TriHard
274.80000,5,2,0.0,5,reck7 reck7
275.00000,10,1,0.0,2,TriHard 🍌
275.50000,10,1,1.0,2,LUL
276.00000,3,2,1.0,5,ok KappaPride 7
276.25000,10,1,0.0,2,TriHard
276.50000,,2,0.0,5,L U L
276.75000,10,2,1.0,2,krippLUL
277.00000,5,2,0.0,5,how come everyone wants him to take his shirt off i don't understand
277.33333,6,1,1.0,5,ULU LUL
277.66667,5,2,0.0,5,@nkehoe HotPokket triggered af
278.00000,10,2,1.0,2,KappaPride
279.00000,10,2,0.0,2,cmonBruh
280.00000,8,1,2.0,5,GOLDEN Kappa TEST
280.33333,6,1,1.0,5,why are kripp streams so comfy ?
280.66667,5,1,0.0,5,reck7 reck7 reck7
281.00000,10,1,0.0,2,TriHard
281.33333,10,1,0.0,2,TriHard 🍌
281.66667,,2,0.0,5,123░░░░░░░▄░░░░░░░░░░░░ ░░░░▄▄░██▓██▓▓▄░░░░░ ░░░░▓███▓▓██▓██▄▄░░░ ░░▄█▓██▓▓██▓██▓▓█▄░░ ░▄▓▓█▓▓██████████▓▄░ ▀█▓████▓██████████▓▌ ░▓█▓███▒▒▀░░▀▀█████▌ ▐█████▀▒▒░░░░▒▒▐████ ░░▀▀▀▌▒▄▀▄░░░▒▒▐██▌░ ░░░▒▐▒░▒▓▒░░░▄▀█▀█▌░ ░░░░▌▒▒░░░░░▌▒▓▐░░░░ ░░░░▐▒▒▒▒▒▄▄▐░░▐░░░░ ░░░░░▌▒▄▓▓▒▓▄▒▓░░░░░ ░░░░░▀▓▐▀▀▀█▒▓░░░░░░ ░░░░░░▓░▀▄▄▌▓░░░░░░░ ░░░░░░░▓▓▓▓▓░░░░░░░░
283.00000,8,1,1.0,5,3 mana 3/3 LUL
283.50000,10,2,1.0,2,Kreygasm
284.00000,8,1,-1.0,5,Incoming WutFace
