time,topic,related,emotion,content,comment
773.00000,3,1,-1.0,5,chefHeart sketchHype HYPE sketchHype chefHeart
773.50000,2,2,0.0,5,Hey Pimz!
782.00000,4,1,0.0,5,"@newfieguy4, But we ain't got no fish. How're we gonna do that now eh?"
784.00000,,2,0.0,5,bologna
786.00000,2,2,0.0,5,"Purging baloney, sound sensual. tangLewd"
788.00000,2,2,-1.0,5,omg the anxiety watching you chop veggies.
791.00000,3,1,0.0,5,@ChefLethalPlays Do your coworkders know you steam a cooking show?
792.00000,,2,0,5,^
794.00000,1,2,1.0,5,Same pure
798.00000,1,1,0.0,5,I'm like WutFace OH GOD
808.00000,2,2,1.0,5,"Kaos, I love baloney, but Purge away bruh"
816.00000,4,1,0.0,5,@dann2442 oh i'll get da cod
816.50000,2,1,1.0,5,lol
826.00000,4,2,0.0,5,"dice on, dice off"
829.00000,1,1,0.0,5,Chef kid
830.00000,1,2,1.0,5,ROSY
830.50000,3,1,-2.0,5,"Hey Chef Lethal, have you ever watched Chef Lethal? fragHalp"
842.00000,1,1,0.0,5,chef with his horrible puns danPalm
845.00000,4,1,0.0,5,"@newfieguy4, well I ain't got no screech... I got the hat though"
845.50000,4,2,-1.0,5,"I want to be mad at you for that pun, Mini Boo, but that was funny af"
851.00000,1,1,0.0,5,"That's, Dyson Chef"
856.00000,2,1,1.0,5,Lol
858.00000,3,1,0.0,5,chef when I cook can you be my mister miagi?
861.00000,5,1,1.0,2,Kappa
880.00000,1,2,0.0,5,"there was an accident on I-95 in Delaware today, a truck carrying pennies spilled its cargo all over NB i_95"
885.00000,3,1,0.0,5,LethalFrag is a trained Chef as well. He had some cooking shows on twitch before they allowed it as an actual thing here.
892.00000,1,2,0.0,5,there was a lot of change in traffic as a result
893.00000,4,2,0.0,5,"OMG I saw that news article, @Haus_Steiner"
893.50000,4,1,1.0,5,@newfieguy4 i have screech if u wanna borrow it :P
897.00000,,2,0.0,5,LMAO
899.00000,5,1,1.0,2,Kappa
899.50000,4,2,0.0,5,"@Haus_Steiner, no"
906.00000,5,2,-1.0,2,NotLikeThis
908.00000,2,1,1.0,5,"That did not go where I expected, Haus. Nice."
909.00000,1,1,0.0,5,oh god... not the pennies!!!
918.00000,4,1,0.0,5,are you a fulltime streamer?? if not what is your dayjob?
923.00000,1,2,0.0,5,that pun made a lot of cents
929.00000,4,1,-2.0,5,Hey chefers if you n da misses ever visit newfoundland you both gotta get screeched in and no im not talking about a pinch on the arm that'll make you cry
933.00000,4,2,-1.0,3,"Ok, that was pushing the pun limit hahahaha"
934.00000,4,2,0.0,5,it was money @Haus_Steiner
939.00000,1,2,0.0,5,"@newfieguy4, yes."
954.00000,1,1,0.0,5,Have they since renamed it the Lincoln Tunnel?
955.00000,,1,0.0,5,no?
960.00000,,2,0.0,5,#PureJokeFail
963.00000,,2,0.0,5,FailFIsh
966.00000,3,2,1.0,5,Right pimz
968.00000,1,2,0.0,5,Yes @Mrosiris1995 pennies are money
973.00000,1,2,0.0,5,I'd pay to see it.
979.00000,5,2,-1.0,2,FailFish
990.00000,1,2,0.0,5,We don't have pennies in Canada.
993.00000,,2,1.0,5,lucky
995.00000,,2,0,5,Can't get enough Chef? Head over to twitter.com/cheflethalplays and hit that Follow button! Still can't get enough?! Check out his YouTube channel: https://www.youtube.com/c/ChefLethalPlays. You want MOAR?!? Head over to instagram.com/cheflethalplays!
998.00000,,2,0,5,!ctt
998.50000,,2,0,5,Loving the stream?! Tell your friends! Spread the hype! Spread the love! Click this link to spread the word! http://ctt.ec/lYJNX
1001.00000,2,1,1.0,5,And hes gonna miss my message @thepimz :-( lol
1005.00000,1,2,0.0,5,Probably
1012.00000,4,2,-1.0,5,You do have loonies which are worse @ThePimz
1013.00000,3,2,0.0,5,shallot troll
1014.00000,3,2,0.0,5,#ChallotTroll drakePls
1015.00000,2,2,0.0,5,He missed it.
1020.00000,1,2,-1.0,5,I spelled it wrong
1021.00000,3,2,-1.0,5,RIP
1023.00000,1,1,0.0,5,Damnit chef
1026.00000,4,2,1.0,5,"@DoctorBooMD, we don't make it rain, we make it hail."
1041.00000,,2,-1.0,5,SwiftRage 9 Shalllooooottts!
1045.00000,5,2,1.0,2,KappaWealth
1048.00000,3,1,1.0,5,chef Shallot troll Kappa
1054.00000,4,2,-1.0,3,I have a slap chop for dicing hahahaha
1059.00000,4,1,0.0,5,"@newfieguy4, funny story, d'you hear about the women who lured the man into the woods and took his car?"
1060.00000,,2,-1.0,5,it saves my fingers from certain death.
1065.00000,,2,1.0,5,Slap-Chop PogChamp
1099.00000,2,1,-1.0,5,"Klutzes should not cook. However, control freaks cannot relinquish kitchen control. This is why we suffer in the dinner department. I am both."
1101.00000,2,1,1.0,5,@dann2442 yah heard that one it was 4 ppl lol
1108.00000,1,1,0.0,5,A Keenan and Kel reference. Man. I think all of two of us got that ref.
1112.00000,,2,0.0,5,Heyo!
1112.33333,2,2,1.0,5,Schticky was Vince's seminal work
1112.66667,4,2,0.0,5,"@newfieguy4, the leader is my second cousin"
1114.00000,1,1,1.0,5,Oh I'll love all the nuts sketchW
1118.00000,3,2,-1.0,5,that's scary @PureKaos26
1119.00000,2,2,0.0,5,"@MaddieyL, Hi"
1122.00000,,2,0.0,5,his magnum opus
1124.00000,2,2,0.0,5,No such thing as too much shallot
1127.00000,1,1,1.0,5,Really @dann2442 ? Lol
1129.00000,3,2,-1.0,5,shallot of ding dong
1134.00000,,1,0.0,5,??
1136.00000,1,1,1.0,5,Rosy???
1151.00000,3,2,0.0,5,"Yeah, my dad and grandpa were pretty embarassed by it"
1155.00000,2,1,-1.0,5,I got hungry and I'm too lazy to cook so I'm just watching this.. <.<
1160.00000,,2,0,5,"!quote add ""You may like Smashing Pumpkins, but I like Smashing Garlic."""
1160.50000,,2,0,5,"purekaos26 --> Succesfully added Quote #129: ""You may like Smashing Pumpkins, but I like Smashing Garlic."" [Creative] [09/08/2016]"
1165.00000,4,2,1.0,5,garlic is the best food group
1167.00000,5,2,1.0,2,Kreygasm
1167.50000,1,1,0.0,5,"Chef, have you given out any treats today?"
1170.00000,4,2,-1.0,5,Yah I'd say it was crazy
1173.00000,4,2,2.0,5,mmmm garlic Kreygasm Kreygasm
1192.00000,2,1,-2.0,5,inb4 Chef loses a finger to random knife dancing.
1195.00000,3,2,0.0,5,RarestParrot
1195.50000,1,1,0.0,5,have i missed the announcement?
1201.00000,2,2,0.0,5,"nope, Bella - 3 minutes"
1208.00000,3,2,-1.0,5,"Rabid0Rabbit, D: your nameeee"
1210.00000,1,2,0.0,5,woot
1211.00000,2,2,0.0,5,"@Cheflethalplays, THREE MINUTES"
1213.00000,3,2,-1.0,5,This is the point in the show where Lethal pulls out his slapchop.
1216.00000,3,2,0.0,5,Where The Big Camera At
1216.50000,,2,-1.0,5,Brother BibleThump
1219.00000,4,1,0.0,5,this is like the second time in like 6 months some crazy crime happened down there eh?
1223.00000,,2,0.0,5,Jess! snowyLewd
1224.00000,1,2,0.0,5,sister actually nrcLewd
1224.50000,4,2,0.0,5,dat music
1226.00000,2,2,0.0,5,hiii
1228.00000,4,1,1.0,5,it puts the lotion on the skin or else it gets the garlic again Kappa
1230.00000,1,2,0.0,5,the announcement is a custom line of cheflethal knives
1240.00000,4,2,0.0,5,omg I'd buy those
1241.00000,2,1,2.0,5,"they cut through anything, especially hot beats and gaming Kappa"
1246.00000,5,2,-1.0,2,FailFish
1250.00000,2,2,0.0,5,@dann2442 yah its fkd
1258.00000,3,1,1.0,5,chef the buffalo bill of garlic? PogChamp
1269.00000,4,2,0.0,5,"@newfieguy4, similar situation down in TO"
1269.50000,2,1,2.0,5,"You dance away, Chef! I know I'm loving it >:D"
1274.00000,5,2,1.0,2,HeyGuys
1281.00000,2,2,0.0,5,some dickhead preacher got assaulted by three muslims
1288.00000,1,1,-2.0,5,oh god.. now he's bringing out misery :(
1296.00000,,2,0.0,5,triggered
1306.00000,1,1,0.0,5,"That was Misery, Rosy?"
1308.00000,3,1,2.0,5,now its rabid rabbits on a riot Kappa say that 10xs fast Kappa
1312.00000,,2,0.0,5,it's close
1317.00000,4,1,0.0,5,Chefer's if you and da misses ever visit here you n da misses have to be screeched in
1317.50000,5,2,-1.0,2,WutFace
1321.00000,1,1,1.0,5,I feel like that was more Silence of the Lambs
1325.00000,1,1,0.0,5,CHEF ONE MINUTE
1330.00000,1,1,-1.0,5,Rule number one of owning a stream: You can steal fan jokes
1334.00000,1,2,0.0,5,it was silence of the lambs at first
1335.00000,1,2,0.0,5,well this ends well..
1340.00000,,2,0,5,^
1341.00000,1,2,0.0,5,Hannibal was good
1347.00000,,2,1.0,5,Why is ti quiet all of a sudden.
1367.00000,,2,0.0,5,7
1369.00000,1,1,0.0,5,CHEF IT'S TIME
1370.00000,2,2,0.0,5,drop the beats
1370.33333,4,2,0.0,5,they're gonna be diced to powder after this is done
1370.66667,,2,0.0,5,it's 7
1372.00000,,2,0.0,5,goddamn
1379.00000,1,1,0.0,5,"@Cheflethalplays, THE TIME IS NOW"
1383.00000,1,2,0.0,5,wait.. beets
1384.00000,3,1,1.0,5,brb. need to drive home from work. tab still open
1385.00000,2,1,0.0,5,CHEF STOP DANCING AND ANNOUNCE
1387.00000,1,2,-1.0,5,that was the joke i was going for
1388.00000,,2,0,5,^
1388.50000,4,2,0.0,5,pls k thanks
1389.00000,1,2,0.0,5,Announcement!
1391.00000,1,1,0.0,5,chef!!!
1391.50000,1,1,0.0,5,THE TIME IS NOW DU DU DU DUUUUUUUUU
1402.00000,,2,0,5,!uptime
1402.50000,,2,0,5,Chef Lethal has been live for 58 minutes 4 seconds
1403.00000,,2,0,5,!uptime
1406.00000,1,2,0.0,3,it's time to d-d-d-d-duel
1407.00000,3,1,-1.0,5,chefHeart sketchHype HYPE sketchHype chefHeart
1415.00000,3,2,0.0,5,your clock is slow bro :P
1416.00000,3,1,1.0,5,"I'm literally yelling at Chef over here, like he can hear me."
1419.00000,1,2,0.0,5,Up time is 4.20
1427.00000,3,1,1.0,5,Lol @purekaos26
1428.00000,2,1,1.0,5,lol
1437.00000,1,1,3.0,5,"LUL Pure this isn't sports, he can't hear you Kappa"
1441.00000,,2,0.0,3,hahahahaha
1453.00000,3,2,0.0,5,Maybe if I yell loud enough; we're in the same time zone
1456.00000,1,1,0.0,5,ANNOUNCEMENT NOW
1458.00000,1,2,1.0,5,xD
1460.00000,3,2,0.0,5,I'll yell with you
1462.00000,1,1,0.0,5,ANNOUNCEMENT NOW
1463.00000,2,2,0.0,5,Here we go
1464.00000,3,2,-1.0,5,Impatient Pure is impatient hahaha
1466.00000,,2,0,5,!discord
1467.00000,,2,0,5,"Chef has recently opened up his Discord server to the whole community! Come join the party using this invite! https://discord.gg/Azqe2J7 Patreon Supporters have access to SECRET VIP rooms and stuff, too!"
1468.00000,5,2,1.0,2,:D
1469.00000,3,1,-1.0,5,chefHeart sketchHype HYPE sketchHype chefHeart
1470.00000,1,2,0.0,5,@purekaos26 i know
1476.00000,1,1,0.0,5,Oh; I know the announcement. Deflated.
1477.00000,2,1,1.0,5,lol
1483.00000,2,2,1.0,5,Missed the drop. had an awesome chance
1485.00000,,2,0.0,5,Unfollowed.
1487.00000,,2,0.0,5,Blocked.
1488.00000,,2,0.0,5,I quit.
1495.00000,5,2,1.0,2,PogChamp
1495.50000,1,2,1.0,5,"Welcome, Ozzy!"
1496.00000,4,1,0.0,5,Chefers is preggo?
1501.00000,,2,0,5,^
1502.00000,,1,0.0,5,is it a girl?
1505.00000,3,2,0.0,5,onion baby
1508.00000,1,2,0.0,5,It's a bacon
1520.00000,3,2,0.0,5,It's a Maple Bacaon.
1524.00000,1,2,0.0,5,Bacon*
1526.00000,3,2,-1.0,5,rip typers
1529.00000,3,2,0.0,5,a maple beacon
1533.00000,1,1,0.0,5,How much do you stream?
1534.00000,,2,0.0,5,ARRWSTE
1535.00000,3,2,0.0,5,A maple baecon
1539.00000,4,2,0.0,5,oh
1540.00000,5,2,-1.0,2,:(
1547.00000,,2,0.0,5,KLAIW MLK
1548.00000,,2,0.0,5,woooooo!
1549.00000,3,2,-1.0,5,HYPE
1554.00000,1,2,0.0,5,yes!
1554.50000,5,2,1.0,2,\ PogChamp /
1556.00000,1,1,1.0,5,bah who watches that chef guy anyway Kappa
1556.50000,5,1,3.0,2,PogChamp PogChamp PogChamp
1559.00000,,2,0.0,5,FeelsGoodMan
1559.50000,1,2,1.0,5,"It's already tomorrow here, and that's actually how I found you :)"
1560.00000,,2,0.0,5,HYPUUUU
1560.50000,3,1,1.0,5,So proud of ya Chef
1570.00000,5,2,0.0,2,bigjHYPE ddtTent bigjDaheck ddtTent bigjHYPE
1571.00000,3,1,0.0,5,RarestParrot (ditto) chefHeart RareParrot FeelsAmazingMan
1585.00000,,2,0.0,5,frontu pageru hyperuuuu
1602.00000,,2,0,5,"!quote for 5,000 viewers"
1602.33333,1,1,0.0,5,What day´s do you stream?
1602.66667,,2,0,5,"Quote #61: ""I don't have any no experience"" [Creative] [19/07/2016]"
1614.00000,3,1,-1.0,5,now I need to figure out what do for my weekend :(
1614.50000,4,2,0.0,5,"Tues, Thurs, Sat, @ozzycarrillo"
1620.00000,,2,0,5,!schedule
1621.00000,4,2,0.0,5,"Tues and thurs nights, Sat mornings"
1623.00000,,2,-1.0,5,Ugh
1629.00000,2,1,0.0,5,"is that a thing, King??"
1631.00000,4,2,0.0,5,Thanks
1632.00000,,2,0,5,!schedule
1634.00000,2,2,0.0,5,Nope
1635.00000,1,2,0.0,5,Should be by now
1650.00000,1,1,1.0,5,Feels like it's a thing
1651.00000,5,2,0.0,2,TBTacoLeft TBCheesePull TBTacoRight OpieOP
1662.00000,3,2,1.0,5,FeelsAmazingMan I'M READY
1662.50000,4,1,0.0,5,I whispered it incase it's not.
1667.00000,4,1,3.0,5,Congrats chefers <3 <3 <3
1668.00000,3,2,-1.0,5,Slow mode
1673.00000,1,1,0.0,5,added it to the list of things for Chef to think about
1674.00000,2,2,0.0,5,Naaah
1675.00000,,2,-1.0,5,\ BrokeBack / ermagerd
1676.00000,,2,0,5,!quote 93
1677.00000,,2,0,5,"Quote #93: ""mrslethal is best mod"" [Creative] [08/18/2016]"
1679.00000,5,2,1.0,2,:D
1691.00000,3,1,1.0,5,Typically slowmode only gets needed around 600+ people in chat XD
1691.50000,3,2,0.0,5,Yea will do
1700.00000,3,1,0.0,5,what do you need to pimz?
1704.00000,,2,0.0,5,pm me
1706.00000,3,2,0.0,5,"I put it in Back Alley, too"
1714.00000,,2,0,5,!quote
1715.00000,,2,0,5,"Quote #37: That's okay, you came and... whoa don't finish that sentence Chef. [Creative] [04/06/2016]"
1717.00000,3,2,-1.0,5,"Khos, discord"
1757.00000,2,2,1.0,5,Pimz is helping.
1760.00000,1,1,0.0,5,i hope im home in time to watch i have a meeting tomorro T~T
1774.00000,1,1,-1.0,5,oh god my internet is dying D:
1781.00000,1,1,1.0,5,I hope you're here too Wolfgirl!! chefHeart But good luck in the meeting!
1782.00000,3,1,-1.0,5,Can you put the highlight video in discord after they show it?
1800.00000,,1,0.0,5,sneak peek for the patron? Kappa
1802.00000,1,2,0.0,5,"we gotchoo, Cheffy"
1810.00000,,2,0,5,^
1813.00000,1,2,0.0,5,sketchDeal we got dis
1840.00000,,2,0,5,"!command add !schedule Chef lethal is live Tuesdays, Thursdays, and Saturdays!"
1840.50000,,2,0,5,"thepimz --> Successfully added !schedule. Permission: Everyone - Message: Chef lethal is live Tuesdays, Thursdays, and Saturdays!"
1844.00000,,2,0,5,!schedule
1844.50000,,2,0,5,"Chef lethal is live Tuesdays, Thursdays, and Saturdays!"
1846.00000,1,1,0.0,5,He doesn't know us well; we're loud af lol
1849.00000,,2,0.0,5,seemsGood
1849.50000,2,2,0.0,5,you boss pimz
1851.00000,5,2,1.0,2,:D
1852.00000,4,2,0.0,5,Thanks khostic
1855.00000,1,1,2.0,5,"That's the best kinda mod, Pure sketchW"
1859.00000,1,2,1.0,5,you're welcome
1865.00000,3,1,0.0,5,"Khos, should you put the times?"
1869.00000,1,1,1.0,5,@CherryGryffon ill probably open it on my phone while at it XD so ill be in chat but not able to hear :3
1871.00000,4,2,1.0,5,Garlic butter for later PogChamp
1876.00000,3,2,0.0,5,awww yea
1883.00000,3,2,0.0,5,Times might be good
